english,hindi,English_Emotion,English_Confidence,Hindi_Emotion,Hindi_Confidence
Cartesian Coordinates,कार्टेसियन निर्देशांक,surprise,0.4373820126056671,sadness,0.6002432703971863
It is necessary to recognise this cardinal aspect of their political faith to understand in proper perspective many things that Dwarkanath was to do and say later.,"द्वारकानाथ ने बाद में जो कुछ किया और कहा, उसको सही परिप्रेक्ष्य में रख कर समझने के लिए उनके राजनीतिक विश्वास के इस मूलभूत पहलू को जानना अत्यंत जरूरी है। ",surprise,0.577292263507843,surprise,0.5802384614944458
"(c)  ""urban infrastructure"" means a project for providing potable water supply, sanitation and sewerage, drainage, solid waste management, roads, bridges and flyovers or urban transport;","(ग) ''शहरी अवसंरचना'' से पेयजल आपूर्ति, स्वच्छता और मल व्ययन, जल निकास, ठोस अपशिष्ट प्रबंधन, सड़क, पुल और ऊपरोगामी पुल या शहरी परिवहन की व्यवस्था के लिए कोर्इ परियोजना अभिप्रेत है;",surprise,0.4150899648666382,surprise,0.9368393421173096
"They will not harm you except a little hurt. And if they fight against you, they will turn their backs. Then they will not be victorious.","थोड़ा दुख पहुँचाने के अतिरिक्त वे तुम्हारा कुछ भी बिगाड़ नहीं सकते। और यदि वे तुमसे लड़ेंगे, तो तुम्हें पीठ दिखा जाएँगे, फिर उन्हें कोई सहायता भी न मिलेगी",sadness,0.7475980520248413,fear,0.7121408581733704
virtuoso,माहिर,surprise,0.5920186042785645,surprise,0.25695961713790894
rag,फटकारना,surprise,0.4319017231464386,surprise,0.5235714912414551
I was told that many houses had collapsed in the city.,आहिस्ता-आहिस्ता खबर आने लगी कि शहर में बहुत मकान गिरे है। ,surprise,0.41063496470451355,surprise,0.9260786771774292
"Therefore, we are of the opinion that appellant having received the relief she wanted without contest on the basis of the terms of the compromise, we cannot now accept the argument of the learned counsel for the appellant.","इसलिए, हमारी यह राय है कि अपीलार्थी के, समझौते की शर्तों के आधार पर, प्रतिवाद के बिना, वह राहत मिलने पर जो वह चाहती थी, हम अब अपीलार्थी के विद्वत वकील के तर्क को स्वीकार नहीं कर सकते हैं. ",surprise,0.43443846702575684,surprise,0.3997478187084198
So O men and jinns! Which favour of your Lord will you deny?,तो तुम दोनों अपने पालने वाले की किस किस नेअमत को न मानोगे,surprise,0.5585743188858032,surprise,0.5011429786682129
fibre crop,रेशेवाली फसल,surprise,0.5671256184577942,surprise,0.5611680150032043
Qazvin,क्वाजविनiran. kgm,surprise,0.4410313665866852,joy,0.29697033762931824
The farmers were made aware of the technical grade insecticide.,किसानों को विशुद्ध असंरूपित कीटनाशी के बारे में जागरूक किया गया. ,surprise,0.6727457046508789,surprise,0.5856576561927795
originality,नवलता,surprise,0.896248996257782,surprise,0.9742133617401123
Yama,यम देवता,surprise,0.4323543310165405,surprise,0.4531961679458618
I take this opportunity to convey my best wishes for your personal health and well being and for the continued progress and prosperity of the friendly people of Malta.,मैं इस अवसर पर महामहिम को आपके व्यक्तिगत स्वास्थ्य और कुशलता तथा माल्टा की मैत्रीपूर्ण जनता की निरंतर प्रगति एवं समृद्धि के लिए शुभकामनाएं प्रेषित करना चाहूंगा।,surprise,0.5338794589042664,joy,0.32508087158203125
Rama and Krishna are the beloved gods of the people.,राम और कृष्ण इस देश के इष्टदेव हैं। ,love,0.45587092638015747,surprise,0.5120945572853088
The message specified below will be automatically sent to each person who sends mail to you while you are out of the office.,नीचे निर्दिष्ट संदेश उन सभी लोगों को स्वतः भेज दिया जायेगा जिसने आपको कार्यालय से बाहर रहने के दौरान डाक भेजा है. ,surprise,0.3401043713092804,joy,0.3366968631744385
love,प्यारा,love,0.7636862993240356,surprise,0.6713014245033264
tenement,कोठरी,surprise,0.5517182350158691,surprise,0.5009921193122864
It was more of a big library than a house for living in.,आंबेडकर का घर एक बहुत बड़े ग्रंथालय के समान लगता था। ,surprise,0.7013691067695618,surprise,0.8835468292236328
Let 's figure out 1 / 3.,आओ 1/3 निकलते है. ,surprise,0.36965420842170715,surprise,0.5647138357162476
"This it is which Allah announceth unto His bondmen who believe and do good works. Say (O Muhammad, unto mankind): I ask of you no fee therefor, save lovingkindness among kinsfolk. And whoso scoreth a good deed We add unto its good for him. Lo! Allah is Forgiving, Responsive.",यही (ईनाम) है जिसकी ख़ुदा अपने उन बन्दों को ख़ुशख़बरी देता है जो ईमान लाए और नेक काम करते रहे (ऐ रसूल) तुम कह दो कि मैं इस (तबलीग़े रिसालत) का अपने क़रातबदारों (अहले बैत) की मोहब्बत के सिवा तुमसे कोई सिला नहीं मांगता और जो शख़्श नेकी हासिल करेगा हम उसके लिए उसकी ख़ूबी में इज़ाफा कर देंगे बेशक वह बड़ा बख्शने वाला क़दरदान है,love,0.9595875144004822,surprise,0.4857654869556427
Every Minister has the right to speak and take part in the proceedings of either House but he is entitled to vote only in the House of which he is a member.,"प्रत्येक मंत्री को किसी भी सभा में बोलने और उसकी कार्यवाही में भाग लेने का अधिकार होता है, लेकिन वह उसी सभा में मत देने का हकदार होता है जिसका वह सदस्य होता है।",surprise,0.2592019736766815,anger,0.5287478566169739
Imported Folder,आयातित फोल्डर,surprise,0.4448205232620239,fear,0.6467493176460266
exile,देशनिकासन,surprise,0.4722743630409241,sadness,0.5945409536361694
"To every nation a term; when their term comes they shall not delay it by a single hour, nor yet hasten it.","प्रत्येक समुदाय के लिए एक नियत अवधि है। फिर जब उसका नियत समय आ जाता है, तो एक घड़ी भर न पीछे हट सकते है और न आगे बढ़ सकते है",surprise,0.36005857586860657,fear,0.6376446485519409
Optic Disc,अक्षिबिंब,surprise,0.4202191233634949,surprise,0.4876917004585266
The Rann of Kutch Kachchh The Rann of Kutch is one of the most remarkable physical features of India.,कच्छ का रण भारत की एक अत्यधिक उल्लेखनीय प्राकृतिक विशिष्टता है। ,surprise,0.8051803708076477,surprise,0.7987357378005981
In - Process,प्रक्रिया में @item journal is in draft form,surprise,0.5355789661407471,surprise,0.42933204770088196
"Over the years, the sources of electric power have undergone a significant change.",गत वर्षों में बिजली शक़्ति के संसाधनों में भी महत्वपूर्ण परिवर्तन हुए. ,surprise,0.43623676896095276,anger,0.4455212354660034
The relationship of Apu and Aparna is one of the most perfect depictions of love in the cinema.,अपु और अपर्णा का संबंध सिनेमा और सभी कलाओं में प्रेम के सर्वाधिक पूर्ण चित्रणों में से एक है। ,love,0.9544425010681152,surprise,0.5260480046272278
And so Honeyguide had his revenge.,इस तरह मधुसूचक ने अपना बदला ले ही लिया। ,anger,0.9532334208488464,fear,0.5027170777320862
Breaking up of partnership.,साझेदारी की समाप्ति। ,surprise,0.6362821459770203,sadness,0.41590848565101624
"Dream as if you 'll live forever, live as if you' ll die today.","सपने ऐसे देखें मानों आप सदा जीते रहेंगे, और जीएं ऐसे मानो आज का दिन आपके जीवन का आखिरी दिन हो। ",surprise,0.35574015974998474,surprise,0.8887179493904114
It 's his workshop.,यह उनकी दुकान है। ,surprise,0.5735175013542175,surprise,0.8984010815620422
involvement,लांपट्य,surprise,0.5788544416427612,surprise,0.34107160568237305
It is a city in the state of Uttar Pradesh.,यह उत्तर प्रदेश राज्य में स्थित एक शहर है। ,surprise,0.3846965432167053,sadness,0.5617891550064087
anorexia,अरुचि,surprise,0.6489077806472778,surprise,0.6924538612365723
humbly,नम्रतापूर्वक,surprise,0.4986966550350189,surprise,0.6561244130134583
backdated cheque,पूर्व-दिनांकित चैक,surprise,0.3702099621295929,fear,0.4741201102733612
Functional address,कार्यमूलक पता,surprise,0.5064092874526978,surprise,0.2907937169075012
logical,तर्की,anger,0.22149977087974548,surprise,0.7699525952339172
expression as the limit as u approaches 0.,यू के रूप में सीमा के रूप में अभिव्यक्ति 0 दृष्टिकोण। ,surprise,0.4819537401199341,surprise,0.9572595953941345
Any changes in accounting policies and practices.,लेखाकरण नीतियों तथा प्रक्रियाओं में कोई परिवर्तन। ,surprise,0.5800362825393677,surprise,0.34543269872665405
Search the Web for% s,वेब खोजें,surprise,0.36384817957878113,surprise,0.3919466733932495
"Do you not see that Allah knows whatever is in the heavens and whatever is in the earth? Nowhere is there a secret counsel between three persons but He is the fourth of them, nor (between) five but He is the sixth of them, nor less than that nor more but He is with them wheresoever they are; then He will inform them of what they did on the day of resurrection: surely Allah is Cognizant of all things.",क्या तुमको मालूम नहीं कि जो कुछ आसमानों में है और जो कुछ ज़मीन में है (ग़रज़ सब कुछ) ख़ुदा जानता है जब तीन (आदमियों) का ख़ुफिया मशवेरा होता है तो वह (ख़ुद) उनका ज़रूर चौथा है और जब पाँच का मशवेरा होता है तो वह उनका छठा है और उससे कम हो या ज्यादा और चाहे जहाँ कहीं हो वह उनके साथ ज़रूर होता है फिर जो कुछ वह (दुनिया में) करते रहे क़यामत के दिन उनको उससे आगाह कर देगा बेशक ख़ुदा हर चीज़ से ख़ूब वाक़िफ़ है,surprise,0.7822437882423401,surprise,0.31873002648353577
"Calcium (C), magnesium (Mg) and sulphur (S) are called 'secondary nutrients' and are required for plant growth in relatively smaller quantities than the primary nutrients.","कैल्सियम, मैग्नेशियम और सल्फर द्वितीयक पोषक कहलाते हैं और इनकी पौध वृद्धि के लिए प्राथमिक पोषक की तुलना में कम मात्रा में आवश्यकता होती है। ",surprise,0.42246368527412415,surprise,0.3500029444694519
There has been a consistency in the Indian approach.,भारतीय दृष्टिकोण में एक सतत बना रहने वाला तत्व पाया जाता है। ,surprise,0.2784750163555145,fear,0.42449524998664856
As far as Fikah is considered due to different description of many Islamic learned peoples jurisprudence has been divided into many divisions. There has been birth of different jurisprudence due to it.,फिक़ह के मामले में इस्लामी विद्वानों की अलग अलग व्याख्याओं के कारण इस्लाम में न्यायशास्त्र कई भागों में बट गया और कई अलग अलग न्यायशास्त्र से सम्बन्धित विचारधारओं का जन्म हुआ। ,surprise,0.4262404143810272,surprise,0.8088080286979675
"The Arabs of the desert are the worst in Unbelief and hypocrisy, and most fitted to be in ignorance of the command which Allah hath sent down to His Messenger: But Allah is All - knowing, All - Wise.",(ये) अरब के गॅवार देहाती कुफ्र व निफाक़ में बड़े सख्त हैं और इसी क़ाबिल हैं कि जो किताब ख़ुदा ने अपने रसूल पर नाज़िल फरमाई है उसके एहक़ाम न जानें और ख़ुदा तो बड़ा दाना हकीम है,surprise,0.7979750037193298,fear,0.6856852769851685
Bank industrial,औद्योगिक बैंक,surprise,0.5495831966400146,surprise,0.6378089189529419
Auto,स्वतः,surprise,0.6306309700012207,surprise,0.8233332633972168
He is a fundamentalist.,वह एक कट्टरवादी है। ,surprise,0.4080941677093506,surprise,0.8786548972129822
By Al - 'Asr (the time).,नमाज़े अस्र की क़सम,surprise,0.46285000443458557,joy,0.5125724673271179
"And they say, “We have believed in it. ” But how can they attain it from a distant place?","और कहेंगे, ""हम उसपर ईमान ले आए।"" हालाँकि उनके लिए कहाँ सम्भव है कि इतने दूरस्थ स्थान से उसको पास सकें",surprise,0.9486703872680664,surprise,0.9343734979629517
Modelica,मॉड्यूला-2,surprise,0.626613438129425,love,0.29515698552131653
unbendable,अलोल,surprise,0.5187302827835083,surprise,0.4765380620956421
They believed in the transformative power of education and science in building a strong nation.,वे एक सशक्त राष्ट्र के निर्माण में शिक्षा और विज्ञान की परिवर्तनकारी शक्ति में विश्वास करते थे।,surprise,0.6056403517723083,sadness,0.5088022351264954
Copy...,नक़ल... ,surprise,0.22659410536289215,surprise,0.8664443492889404
"If all the trees on earth were pens, filled by the ocean, with seven more oceans besides, the Words of God would not run out. God is Majestic and Wise.","धरती में जितने वृक्ष है, यदि वे क़लम हो जाएँ और समुद्र उसकी स्याही हो जाए, उसके बाद सात और समुद्र हों, तब भी अल्लाह के बोल समाप्त न हो सकेंगे। निस्संदेह अल्लाह अत्यन्त प्रभुत्वशाली, तत्वदर्शी है",surprise,0.6625340580940247,sadness,0.40489840507507324
Do deliver me from this furnace.,अब तो मुझे इस भट्ठी से निकाल लीजिए। ,surprise,0.7325587272644043,surprise,0.9655336737632751
Restoration...,रीस्टोरेशन... ,surprise,0.678628146648407,surprise,0.8404630422592163
unlucky,अरिष्ट,surprise,0.7568846940994263,surprise,0.6952039003372192
"see this symbol, that means the positive square root.","इस तरह का निशान देखते हो, इसका मतलब धनात्मक वर्गमूल से हैं",surprise,0.39601439237594604,sadness,0.6146169900894165
illuminating,द्योतक,surprise,0.6629015803337097,surprise,0.42100393772125244
"The two novels Malancha and CharAdhyay - LRB - both 1934 - RRB -, the drama Bansari - LRB - 1933 - RRB - and two books of verse Parisesh - LRB - 1932 - RRB - and Vichitrita - LRB - 1933 - RRB - have already been referred to earlier.","उनके दो उपन्यासों-? मालंच? और? चार अध्याय? (दोनों 1934 में प्रकाशित), नाटक? बंसरी? (1933) और दो काव्य पुस्तकों-? परिशेष? (1932) और? विचित्रा? (1933) के विषय में तो पहले ही कहा गया है. ",joy,0.24830232560634613,surprise,0.378332257270813
"Ravana, who was the author of nada,",नाद का रचयिता रावण था. ,surprise,0.9023091197013855,surprise,0.8011346459388733
God has certainly heard the words of the woman who disputed with you about her husband and who (after not having received a favorable response from you) complained to God. God was listening to your argument. He is All - hearing and All - aware.,ऐ रसूल जो औरत (ख़ुला) तुमसे अपने शौहर (उस) के बारे में तुमसे झगड़ती और ख़ुदा से गिले शिकवे करती है ख़ुदा ने उसकी बात सुन ली और ख़ुदा तुम दोनों की ग़ुफ्तगू सुन रहा है बेशक ख़ुदा बड़ा सुनने वाला देखने वाला है,anger,0.9035316109657288,love,0.638472855091095
Who brought him here?,इसे यहां कौन लाया है? ,surprise,0.9499033689498901,love,0.4977216422557831
It comes from the blood of the poorest.,वह देशके गरीबसे गरीब लोगोके खूनसे आता है। ,surprise,0.6040514707565308,surprise,0.625339686870575
impoverishment,दारिद्रय,surprise,0.5150412917137146,surprise,0.2842263877391815
The name of the directory is not set.,निर्देशिका का नाम सेट नहीं है. ,surprise,0.5291271209716797,surprise,0.5283657908439636
"A bolder venture because of the modernity of the plays chosen was by Soumitra Chatterjee, a leading star of Bengali cinema.","उनके माध्यम से नाटककार एक अनैतिक, आत्महीन समाज में अन्य संक्रामित मध्यम वर्ग की विकट परिस्थिति का चित्रण करता हैं। ",surprise,0.8299263119697571,surprise,0.45313724875450134
"And actually, try it the other way around, and you 'll see that","और वास्तव में, यह दूसरी तरह के आसपास की कोशिश करो, और आप देखेंगे कि",surprise,0.7423880100250244,surprise,0.7963967323303223
tusseh,कौशकेय,surprise,0.7745104432106018,surprise,0.9544489979743958
"And to Thamud [We sent] Salih, their brother. He said, ‘O my people! Worship Allah. You have no other god besides Him. He brought you forth from the earth and made it your habitation. So plead with Him for forgiveness, then turn to Him penitently. My Lord is indeed nearmost responsive. ’","समूद को और उसके भाई सालेह को भेजा। उसने कहा, ""ऐ मेरी क़़ौम के लोगों! अल्लाह की बन्दगी करो। उसके सिवा तुम्हारा कोई अन्य पूज्य-प्रभु नहीं। उसी ने तुम्हें धरती से पैदा किया और उसमें तुम्हें बसायाय़ अतः उससे क्षमा माँगो; फिर उसकी ओर पलट आओ। निस्संदेह मेरा रब निकट है, प्रार्थनाओं को स्वीकार करनेवाला भी।"" ",love,0.8125464916229248,love,0.3629022240638733
"O ye who believe! When the call is proclaimed to prayer on Friday (the Day of Assembly), hasten earnestly to the Remembrance of Allah, and leave off business (and traffic): That is best for you if ye but knew!","ऐ ईमान लानेवालो, जब जुमा के दिन नमाज़ के लिए पुकारा जाए तो अल्लाह की याद की ओर दौड़ पड़ो और क्रय-विक्रय छोड़ दो। यह तुम्हारे लिए अच्छा है, यदि तुम जानो",surprise,0.8851853013038635,surprise,0.38648441433906555
laxminarayanan,लक्ष्मीनारायण,surprise,0.4525119662284851,surprise,0.7241670489311218
Your emails,raviratlami @aol. in,surprise,0.5008242130279541,surprise,0.7276211977005005
Color Balance,रंग संतुलन,surprise,0.5937504768371582,surprise,0.556785523891449
"Post that, the bowling team reverses the role with batting team and starts the game in the ground.",इसके बाद गेंदबाजी वाला पक्ष बल्लेबाजी करता है और बल्लेबाजी वाला पक्ष गेंदबाजी के लिए मैदान में आ जाता है। ,surprise,0.5130950808525085,love,0.7120503783226013
_ Debug,डिबग करें (_ D) ,surprise,0.7519021034240723,surprise,0.6439365148544312
So notice the derivative of x squared plus,तो सूचना के व्युत्पन्न squared प्लस x,surprise,0.7135472893714905,surprise,0.6232218742370605
Oghur languages,ओग़ुर भाषाएँ,surprise,0.6041516661643982,surprise,0.4371030628681183
"Thy people (O Muhammad) have denied it, though it is the Truth. Say: I am not put in charge of you.","तुम्हारी क़ौम ने तो उसे झुठला दिया, हालाँकि वह सत्य है। कह दो, मैं ""तुमपर कोई संरक्षक नियुक्त नहीं हूँ",surprise,0.39895015954971313,surprise,0.89948970079422
"In his next novel, Koi Haria But Rahio Ri A Rare Plant Has - Stayed Green Nanak Singh seems to be attempting a novel that should present the social reality of post - Independence India in as many aspects as he had done in China Lahu about forty years earlier when the struggle for independence from British rule had assumed near - revolutionary dimensions.",अपने अगले उपन्यास कोई हरिआ बूट रहिओ री कोई बिरला नानक सिंह ही हरा बचा हैं में नानक सिंह ऐसे उपन्यास के लिए प्रयत्नशील देते हैं जिसमें स्वतन्त्रता के बाद के भारत के सामाजिक यथार्थ को बहुआयामी रुप में उसी प्रकार चित्रित किया जाए जैसा कि उन्होंने चालीस वर्ष पहले उस समय किया था जब स्वतन्त्रता-संघर्ष लगभग क्रांतिकारी रुप ले चुका था। ,surprise,0.4561884105205536,surprise,0.403133362531662
"Their forecast enquiries extend to auspicious days in the future, for travel - 32 FOLKLORE OF ANDHRA PRADESH ling, for beginning agricultural operations,, for fixing up a marriage, for the wedding day, for occupying a newly - built house and various other activities mundane to village life.","उनके भविष्य-कथनों में उन दिनों को भी बताया जाता है जो यात्रा, खेती के काम, सगाई, विवाह, गृह प्रवेश या ग्राम्य जीवन की दूसरी सामान्य गतिविधियों के लिए शुभ होते हैं। ",surprise,0.5899103879928589,joy,0.2535381615161896
Monmouth Cricket Club,मॉनमाउथ क्रिकेट क्लब,surprise,0.4749385416507721,surprise,0.470902681350708
frame,पिंजर,surprise,0.47846296429634094,surprise,0.5065264105796814
Khwarezm,ख़्वारेज़्म,surprise,0.7144681811332703,joy,0.6175245046615601
"To me, the most satisfying feature of the scheme is that within five years, it will attain self - dependence automatically.","इस योजना का एक पहलू जो मुझे सबसे ज्यादा आकर्षक लगा, वह है कि यह योजना पांच वर्ष के अंदर स्वतः आत्मनिर्भरता प्राप्त कर लेगी। ",joy,0.9407105445861816,joy,0.39173540472984314
"And (silver) doors to their houses, and thrones (of silver) on which they could recline,",और उनके घरों के दरवाज़े भी और वे तख़्त भी जिनपर वे टेक लगाते,surprise,0.5067188143730164,surprise,0.35453668236732483
Adds support for internationalization so that your project can have translations in different languages,समर्थन के लिए इंच,surprise,0.4632207751274109,surprise,0.45899638533592224
"The disc in ""% s"" is empty.","""% s"" में डिस्क समर्थित नहीं है. ",surprise,0.43813058733940125,sadness,0.5802056193351746
He became a cult and a legend.,वे एक पंथ ओर दृष्टांत के रूप में जाने जाने लगे। ,surprise,0.3838396966457367,surprise,0.7686112523078918
Scandinavian language,नोर्डिक,surprise,0.44266369938850403,surprise,0.5245488882064819
temporary,आनीजानी,surprise,0.6011318564414978,surprise,0.38900744915008545
"The following morning, Shravan woke up early and helped his parents to get ready.",अपने माता-पिता को तैयार किया। ,surprise,0.41286689043045044,fear,0.3547539710998535
"so that We may bring life to a dead land; and slake the thirst of Our creation; cattle and men, in great numbers.",ताकि हम उसके ज़रिए से मुर्दा (वीरान) शहर को ज़िन्दा (आबाद) कर दें और अपनी मख़लूकात में से चौपायों और बहुत से आदमियों को उससे सेराब करें,joy,0.3825853168964386,surprise,0.6461842060089111
Javagal Srinath,जवागल श्रीनाथ ,surprise,0.4262896180152893,surprise,0.5159762501716614
"We must continue to harness and leverage our e-governance capabilities for improving the lives of the poor and needy, and to transform India into a more equitable and financially inclusive society.",हम गरीब और जरूरतमंद के जीवन को सुधारने तथा भारत को अधिक समतामूलक और वित्तीय रूप से समावेशी समाज में बदलने के लिए हमारी ई-शासन क्षमताओं का प्रयोग करते रहेंगे और उनका लाभ उठाते रहेंगे।,surprise,0.6680303812026978,surprise,0.365813672542572
"Weapon System of the Army includes BrahMos Weapon System, Smerch Multi Rocket Launcher System (MLRS) and Pinaka Multi Barrel Rocket Launcher System (MBRLS).","सेना की आयुध प्रणाली में ब्रह्मोस, स्मर्च मल्टी रॉकेट लांचर सिस्टम (एमएलआरएस) और पिनाक मल्टी बैरेल रॉकेट लांचर सिस्टम (एमबीआरएलएस) जैसी उन्नत चीजें शामिल हैं",surprise,0.4047881066799164,surprise,0.3939644694328308
'Therefore the author need not be presumed to have attempted to write on subjects which had been definitively dealt with by previous writers and on which he does not have anything original to say.,"इसलिए यह माने की कोई आवश्यकता नहीं कि उन्होंने ऐसे विषयों पर भी लिखने की चेष्टा की होगी जिन्हें पूर्ववर्ती ग्रन्थकारों द्वारा निश्चित आकार दिया जा चुका था, या जिन पर उनके पास कुछ मौलिक पंण्डितराज जगन्नाथ कहने के लिए नहीं था। ",surprise,0.6516039967536926,surprise,0.8761004209518433
Shellfish eaten raw have been a source of cholera.,शेलफिश द्वारा खाये जानेवाले कच्चे पदार्थ भी हैजा के स्रोत हो सकते हैं। ,surprise,0.34639644622802734,sadness,0.5025539994239807
chevy,दुःखी करना,surprise,0.501438558101654,surprise,0.48298999667167664
TeX Guide,टेटेक्स मार्गदर्शक,surprise,0.44655418395996094,fear,0.6359034776687622
For it compels a constant reference at each moment to the Origin of all being and will and action and there is at once an embracing and exceeding of all particular forms and appearances in That which is their cause and upholder.,"क्योंकि इससे बाध्य होकर हम प्रतिक्षण समस्त सत्ता, संकल्प और कर्म के उद्गम के सामने निरन्तर अपनी जिज्ञासा निवेदित करते हैं और इन सब विभिनन आकारों तथा प्रतीतियों का हम उस तत् में जो इनका कर्त्ता धर्त्ता है, आलिड्गन करते हैं और साथ-ही-साथ इन्हें अतिक्रान्त भी कर जाते हैं। ",surprise,0.500393271446228,surprise,0.4250725507736206
"MSME - DO provides a comprehensive range of common facilities, technology support services, marketing assistance, entrepreneurial development support, etc.","एमएसएमई-डीओ द्वारा सामान्य सुविधाओं, प्रौद्योगिकी सहायता सेवाओं, विपणन सहायता, उद्यम शीलता विकास सहायता आदि की व्यापक परास प्रदान की जाती है। ",surprise,0.2508394122123718,surprise,0.331470251083374
"Thus forced by his masters, Mahadji Sindhia sent to Shah Alam in a casket the extracted eye - balls as also the severed nose and ears of Ghulam Qadir.","इस प्रकार अपने मालिकों द्वारा जोर देने पर महादजी सिंधिया ने गुलाम कादिर की निकाली हुई दोनों आँखें ही नहीं, नाक और कान भी काटकर एक तश्तरी में रखकर शाह आलम को पेश कर दिये। ",surprise,0.7008227705955505,surprise,0.42630863189697266
Local color scheme file could not be opened. Scheme cannot be recorded.,स्थानीय रंग योजना फ़ाइल खोला नहीं जा सका. योजना रेकार्ड नहीं की जा सकती. ,surprise,0.5293766260147095,surprise,0.5265825986862183
Every soul will taste death. We burden you with adversity and prosperity—a test. And to Us you will be returned.,हर जीव को मौत का मज़ा चखना है और हम अच्छी और बुरी परिस्थितियों में डालकर तुम सबकी परीक्षा करते है। अन्ततः तुम्हें हमारी ही ओर पलटकर आना है,surprise,0.6802730560302734,surprise,0.911119818687439
That must have been what happened.,"ठीक है, ऐसा ही हुआ होगा। ",surprise,0.46148747205734253,surprise,0.4987349510192871
All India Trade Union Congress,अखिल भारतीय मजदूर संघ कॉंग्रेस ,surprise,0.4785211384296417,joy,0.36988356709480286
Singhalese,सिंहली,surprise,0.49187150597572327,surprise,0.48114246129989624
& Settings,विन्यास (S) ,surprise,0.46348950266838074,surprise,0.5333091616630554
Starve,तारा,surprise,0.5774579048156738,surprise,0.4809257686138153
Khadi connotes the beginning of economic freedom and. equality of all in the country.,5 खादी देशमें सबकी आर्थिक स्वतंत्रता और समानताके प्रारंभका चिह्न है। ,surprise,0.4014885723590851,surprise,0.3804358243942261
the jack of hearts,लाल पान का गुलाम,love,0.502885639667511,surprise,0.42566025257110596
The requested operation cannot be completed.,निवेदित आपरेशन पूरा नहीं हो सकता. ,surprise,0.531775951385498,surprise,0.9750320911407471
They would only function in so far as the Sylhet area is concerned.,वे केवल सिलहट क्षेत्र के सम्बन्ध में ही कार्य करेंगे। ,joy,0.3297349214553833,sadness,0.28705382347106934
"to their own devices, a somatic stem cell or an adult","उनके अपने उपकरणों, एक दैहिक स्टेम सेल या एक वयस्क के लिए ",surprise,0.46263301372528076,surprise,0.8051432967185974
The example of those who spend their wealth in the way of Allah is like a seed [of grain] which grows seven spikes; in each spike is a hundred grains. And Allah multiplies [His reward] for whom He wills. And Allah is all - Encompassing and Knowing.,जो लोग अपने माल खुदा की राह में खर्च करते हैं उनके (खर्च) की मिसाल उस दाने की सी मिसाल है जिसकी सात बालियॉ निकलें (और) हर बाली में सौ (सौ) दाने हों और ख़ुदा जिसके लिये चाहता है दूना कर देता है और खुदा बड़ी गुन्जाइश वाला (हर चीज़ से) वाक़िफ़ है,surprise,0.4188002645969391,sadness,0.7047945261001587
Creating greater awareness about the Information and Communications Technology (ICT) programmes of the Ministry of Human Resource Development and the National Knowledge Network (NKN).,मानव संसाधन विकास मंत्रालय तथा राष्ट्रीय ज्ञान नेटवर्क के सूचना एवं संचार प्रौद्योगिकी कार्यक्रमों के बारे में अधिक जागरूकता पैदा करना।,surprise,0.508873462677002,surprise,0.39124828577041626
"And they say, “This is nothing but plain magic.","और कहते है, ""यह तो बस एक प्रत्यक्ष जादू है",surprise,0.9257725477218628,surprise,0.9689827561378479
"Perhaps no other literature gave such an elevated literary place to the prose writer, on par with the highest epic poet.",संभवतः किसी भी अन्य साहित्य में गद्य-लेखक को महाकवि के समान ऊँचा साहित्यिक दर्जा नहीं मिला होगा। ,surprise,0.9974536895751953,sadness,0.5536431670188904
Backward classes have been educated with higher education,पिछड़े वर्ग को उच्च शिक्षा में भी आरक्षण दिया गया है। ,surprise,0.5363073348999023,fear,0.6032682061195374
Empathy Internet Messaging,एंपैथी इंटरनेट मैसेजिंग,surprise,0.35959985852241516,surprise,0.4980471432209015
Could not leave network “{0} ” Nun pue colase de la rede“ {0} ”,nan,surprise,0.46726855635643005,surprise,0.4396469295024872
India signed double tax avoidance agreement with 79 countries.,भारत ने 79 देशों के साथ दोहरे कर के परिवर्जन करने के लिए करार पर हस्ताक्षर किया है। ,surprise,0.36953961849212646,joy,0.5685352683067322
"E, no E still can 't be numbered because it' s children haven 't been all numbered yet.","क्योंकि बच्चों यह है सभी अभी तक क्रमांकित किया गया नहीं E, कोई ई अभी भी गिने जा नहीं कर सकता। ",surprise,0.6268661022186279,surprise,0.6412476897239685
The process of delegating.,ऐसी प्रक्रिया जिसके द्वारा प्रत्यायोजन किया जाता हो। ,surprise,0.6638545393943787,surprise,0.455518901348114
Sanction for issue of notice.,सूचना जारी करने की मंजूरी,surprise,0.9245874881744385,surprise,0.4025135934352875
Industrial Injuries Disablement Benefit Industrial Injuries Disablement Benefit,nan,surprise,0.5035224556922913,surprise,0.4396469295024872
sad,गमगीन,sadness,0.9472000002861023,surprise,0.4563637673854828
Faith has to do with things that are not seen and hope with things that are not at hand.,श्रद्धा का उन चीजों से लेना-देना है जो दिखाई नहीं देतीं और आशा का उनसे जो हमारे हाथ में नहीं हैं. ,surprise,0.8680936694145203,fear,0.41418904066085815
"In Biology sex is the process by which hereditary characteristics are mixed and organized, which determines whether the organism becomes a male or female (sex of the organism).",जीव विज्ञान में मैथुन आनुवंशिक लक्षणों के संयोजन और मिश्रण की एक प्रक्रिया है जो कि जीव के नर या मादा (जीव का लिंग) होना निर्धारित करती है्। ,surprise,0.6145201325416565,anger,0.34072887897491455
Federal District,फेडरल जिलाncamerica. kgm,surprise,0.39747655391693115,fear,0.9317666292190552
