Original_English,Original_Hindi,Translated_Text,Input_Emotion,Translated_Emotion,Confidence_Deviation
Category: Architecture,श्रेणीःस्थापत्य,श्रेणीः वास्तुकला,surprise,surprise,0.2210688591003418
Offline —% s,ऑफ़लाइन —% s,ऑफ़लाइन % s,surprise,surprise,0.0195206999778747
"For wholesale marketing, the fish can be packed in polythene lined gunny bags.",थोक बिक्री के लिए इसे पोलिथिन लाइन्ड गन्नी बैगों में पैक किया जा सकता है। ,"थोक विपणन के लिए, मछली को पॉलीथिन से लपेटे हुए बंदूक वाले बैग में पैक किया जा सकता है।",surprise,surprise,0.1900195479393005
Water,वाटर,पानी,surprise,surprise,0.0635493993759155
Select all replies to the currently selected message,मौजूदा चयनित संदेश में सभी जवाबों को चुनें,वर्तमान में चयनित संदेश के सभी उत्तरों का चयन करें,surprise,surprise,0.1358392238616943
% s has proposed the following meeting changes:,% s ने बैठक परिवर्तन को प्रस्तावित किया गया हैः,% s ने निम्नलिखित बैठक परिवर्तनों का प्रस्ताव दिया हैः,surprise,surprise,0.1048711240291596
uncounted,असङ्ख्य,अनगिनत,surprise,surprise,0.4552368521690368
"(4) The transfer of a case under sub-section (1) or sub-section (2) may be made at any stage of the proceedings, and shall not render necessary the re-issue of any notice already issued by the Assessing Officer or Assessing Officers from whom the case is transferred.",(4) उपधारा (1) या उपधारा (2) के अधीन किसी मामले का अंतरण कार्यवाहियों के किसी भी प्रक्रम पर किया जा सकेगा और ऐसी सूचना का पुनः जारी किया जाना आवश्यक नहीं बनाएगा जो उस निर्धारण अधिकारी या उन निर्धारण अधिकारियों द्वारा जिनसे मामला अन्तरित किया जाता है पहले ही जारी की जा चुकी है।,"(4) उपधारा (1) या उपधारा (2) के अधीन किसी मामले का हस्तांतरण कार्यवाही के किसी भी चरण में किया जा सकता है, और यह आकलन अधिकारी या आकलन अधिकारियों द्वारा पहले से ही जारी किसी सूचना को फिर से जारी करना आवश्यक नहीं करेगा, जिनसे मामले को स्थानांतरित किया गया है।",surprise,surprise,0.1954298913478851
Show Run Application dialog,रन अनुप्रयोग संवाद दिखाएँ,चलाएँ अनुप्रयोग संवाद प्रदर्शित करें,surprise,surprise,0.0864142179489135
Place means to import a file into another file.,रखने का अर्थ होता है कि एक संचिका को अन्य संचिका में से ले कर रखना। ,स्थान का अर्थ है किसी फ़ाइल को दूसरी फ़ाइल में आयात करना।,surprise,surprise,0.0587539076805114
"And for their faithlessness, and their uttering a monstrous calumny against Mary,",और उनके काफ़िर होने और मरियम पर बहुत बड़ा बोहतान बॉधने कि वजह से,और उनके इनकार और मरियम के विषय में बड़े-बड़े आरोपों के कारण,fear,fear,0.3270291090011597
In 1850 Phukan was Sub - Assistant equal to an E. A. C. of today for three months in Now - gong and for some tune in Gowalpara.,1850 में फूकन तीन महीने के लिए नवगाँव और कुछ समय के लिए ग्वालपाड़ा के सब-एसिस्टेंट बने। ,1850 में फुकान तीन महीने के लिए नऊ-गोंग में उप-सहायक थे और कुछ गाने के लिए गोवलपरा में।,surprise,surprise,0.0429961979389191
A genus belonging to nematode worms inclusing the whipworms,गोल कृमियो की एक प्रजाति जिसके अंतर्गत कशाकृमि भी आते है। ,पिटवा कीड़े सहित नेमाटॉड कीड़े का एक वंश,anger,anger,0.0200544446706772
Add a breakpoint,कोई ब्रेकपाइंट जोड़ें,एक ब्रेकपॉइंट जोड़ें,surprise,surprise,0.3395258486270904
Feel like to be affected with nausea.,मितली से प्रभावित अनुभव होना,मुझे उल्टी से प्रभावित होने की इच्छा है।,surprise,surprise,0.6359675824642181
"Whereas other political formations like the Congress and the BJP manage to combine factional disputes with a semblance of common purpose, the instinctive response of socialists to any disagreement and tactical differences is to split.","जहां कांग्रेस और भाजपा जैसे दूसरे राजनैतिक दल अपने गुटीय ज्ह्गड़ें को साज्ह उद्देश्य के आवरण में छिपा लेते हैं, वहीं परस्पर किसी प्रकार की असहमति और रणनीतिक मतभेद होने पर समाजवादी अपनी ड़ेढे ईंट की अलग मस्जिद खड़ी कर लेते हैं. ","जबकि कांग्रेस और भाजपा जैसे अन्य राजनीतिक गठबंधन गुटों के विवादों को एक समान उद्देश्य के रूप में जोड़ने में कामयाब रहे हैं, समाजवादियों की किसी भी असहमति और सामरिक मतभेदों का सहज प्रतिक्रिया विभाजन है।",surprise,anger,0.2119433581829071
"We took from the Prophets their covenant and from you (Prophet Muhammad), from Noah and Abraham, from Moses and Jesus the son of Mary. We took a solemn covenant from them,","और याद करो जब हमने नबियों से वचन लिया, तुमसे भी और नूह और इबराहीम और मूसा और मरयम के बेटे ईसा से भी। इन सबसे हमने ढृढ़ वचन लिया, ",और हमने पैग़म्बरों से भी उनके साथ और तुमसे भी और नूह से और इबराहीम से और मूसा से और मरियम के बेटे ईसा से भी पैग़म्बरों से पैग़म्बरों से पैग़म्बरों का पैग़म्बर बना लिया और हमने उनसे सख्त पैग़म्बर बना लिया,surprise,anger,0.3901257216930389
Still collecting data - check back after a week has passed!,अभी भी आँकड़ा जमा कर रहा है-फिर जाँचें एक सप्ताह बीतने के बाद! ,अभी भी डेटा एकत्र कर रहे हैं - एक सप्ताह बीतने के बाद वापस जांचें!,surprise,surprise,0.1456758975982666
Sugarcane development,गन्ना विकास,चीनी गन्ने का विकास,surprise,surprise,0.372857928276062
Erection angle,स्तंभन कोण,निर्माण कोण,surprise,surprise,0.3474783599376678
Your names,"रविशंकर श्रीवास्तव, जी. करूणाकरEMAIL OF TRANSLATORS",तुम्हारे नाम,surprise,surprise,0.0395460724830628
The backend for this address book refused to perform this query.% s,इस पता पुस्तिका के लिए बैकेंड यह प्रश्न करने से मना किया. ,इस पता पुस्तिका के लिए बैकेंड इस क्वेरी को करने से इनकार कर दिया. % s,surprise,surprise,0.1877942085266113
India has one of the largest 'Higher Education' system in the world.,भारत के पास विश्व में सबसे बड़ी उच्च शिक्षा प्रणाली है। ,भारत में विश्व की सबसे बड़ी 'उच्च शिक्षा' प्रणाली है।,surprise,surprise,0.3044779300689698
"The petitioner submits that after the birth of their daughter, her husband asked her to stay permanently with him along with their daughter and called upon her to resign from service.","याची प्रस्तुत करती हैं कि उनकी बेटी के जन्म के बाद उनके पति ने उन्हें स्थायी रूप से, उनकी बेटी के साथ, उनके साथ रहने के लिए कहा और उनसे सेवा से इस्तीफा देने की मांग की. ",याचिकाकर्ता का कहना है कि उनकी बेटी के जन्म के बाद उनके पति ने उन्हें अपनी बेटी के साथ स्थायी रूप से रहने के लिए कहा और उन्हें सेवा से इस्तीफा देने के लिए कहा।,surprise,surprise,0.3395916670560837
"The third exception to the general rule of equality of opportunity in public employment is contained in clause 5 of article 16 which provides that a law may prescribe that the incumbent of an office in connection with the affairs of a religious or denominational institution, or a member of the governing body thereof shall belong to the particular religion or denomination.",लोक नियोजन में अवसर की समानता के सामान्य नियम का चौथा अपवाद अनुच्छेद 16 के खंड (5) में दिया गया है जिसमें उपबंध किया गया है कि विधि विहित कर सकती है कि किसी धार्मिक या सांप्रदायिक संस्था के कार्य से संबंधित कोई पदधारी या उसके शासी निकाय का कोई सदस्य किसी विशिष्ट धर्म का मानने वाला या विशिष्ट संप्रदाय का ही हो. ,"सार्वजनिक रोजगार में अवसरों की समानता के सामान्य नियम का तीसरा अपवाद अनुच्छेद 16 के खंड 5 में निहित है, जिसमें यह प्रावधान है कि कानून यह निर्धारित कर सकता है कि धार्मिक या संप्रदायिक संस्थान के मामलों के संबंध में किसी पद के निदेशक या उसके प्रबंध निकाय के सदस्य का विशेष धर्म या संप्रदाय का होना चाहिए।",surprise,surprise,0.0935595631599426
- Special report: Analysis of impact of terrorism on European Union. -,विशेष रिपोर्ट आतंकवाद पर यूरोपीय संघ में पर यूरोपीय संघ का विश्लेषण,- विशेष रिपोर्ट: आतंकवाद के यूरोपीय संघ पर प्रभाव का विश्लेषण।,surprise,surprise,0.0045182704925537
Paul!,पॉल! ,पॉल!,surprise,surprise,0.309567779302597
Proxy login as & quot; {0} quot; was unsuccessful. Please check your email address and try again.,बतौर & quot; {0} quot; प्रॉक्सी लॉगिन असफल था. कृपया अपना ईमेल पता जाँचें और फिर कोशिश करें. ,"प्रॉक्सी लॉगिन के रूप में "" {0} "" असफल रहा. कृपया अपने ईमेल पते की जाँच करें और फिर से प्रयास करें.",surprise,surprise,0.574942409992218
"As we have seen earlier, the peasants formed the backbone of the civil rebellions which were often led by zamindars and petty chieftains.",जैसा कि हमने पहले ही देखा; जमींदारों और छोटे सरदारों के नेतृत्व में होने वाले नागरिक विद्रोहों के आधार स्तंभ किसान ही थे। ,"जैसा कि हमने पहले देखा है, किसानों ने नागरिक विद्रोह की रीढ़ बनाई थी, जिसका नेतृत्व अक्सर ज़मींदार और छोटे प्रमुखों ने किया था।",anger,anger,0.1265657544136048
"Disappointed, Nandriya was about to turn away and return to his troop when he saw something black visible above the level of the water about half - way between the bank and the island.","हतोत्साह होकर नंदिय लौट कर अपने दल में वापस जाने की सोच ही रहा था कि उसे द्वीप और नदी के किनारे के बीच, पानी के ऊपर कोई काली-सी चीज नजर आयी। ",निराशा से नंद्रिया अपनी सेना के पास लौटने के लिए पीछे हटने लगी। जब उसने समुद्र के ऊपर कुछ काला देखा तो वह तट और द्वीप के बीच के लगभग आधे रास्ते में था।,surprise,surprise,0.1147706508636474
The Government will push ahead with this improvement.,सरकार सुधार के इस क्रम को और आगे बढ़ाने के लिए प्रयास करेगी। ,सरकार इस सुधार को आगे बढ़ाएगी।,surprise,surprise,0.0432187020778656
Calculation of pension,पेंशन की गणना,पेंशन की गणना,surprise,surprise,0.0283703207969665
". - Pushcart: This position is for very powerful people with stamina. In this, the man standing behind the lady who is lying on her stomach lifts her by her feet, and the woman lifts her body with the support of her palms. After this the man spreads the woman 's legs with his hands, gets in between her thighs and slowly - slowly brings his hands near to the thighs of the woman and supporting her body near the thighs with his hands, begins the process of entry. -",ठेला गाड़ीः यह पोजीशन काफी मजबूत व दमदार लोगों के लिये है. इसमें पेट के बल लेटी महिला के पीछे खड़े होकर पुरुष महिला के पांव पकड़ कर उठा लेता है फिर महिला अपने हाथों के सहारे अपने शरीर को उठा लेती है. इसके बाद पुरुष अपने हाथों से पैरों को फैला कर महिला की जांघों के बीच घुस जाता है और धीरे-धीरे हाथों के जांघों के निकट लाकर जांघों के पास हाथ से महिला के शरीर को सहारा देते हुए प्रवेश क्रिया शुरू करता है. ,". - पुशकार्ट: यह स्थिति बहुत शक्तिशाली लोगों के लिए है जिनके पास धीरज है. इसमें, पेट पर पड़ी महिला के पीछे खड़ा पुरुष उसे उसके पैरों से उठाता है, और महिला अपने हाथों के समर्थन से अपना शरीर उठाती है। इसके बाद पुरुष महिला के पैरों को अपने हाथों से फैलाता है, उसके कूल्हों के बीच में आता है और धीरे-धीरे - धीरे अपने हाथों को महिला के कूल्हों के करीब लाता है और उसके शरीर को अपने हाथों से कूल्हों के पास समर्थन करता है, प्रवेश प्रक्रिया शुरू होती है। -",surprise,surprise,0.1814274191856384
green groceries,फल-सब्जी,हरी सब्जी,surprise,surprise,0.0507149994373321
hoodoo,दुर्भाग्य,हुदू,surprise,surprise,0.265155553817749
Account disconnected,खाता डिस्कनेक्टेड,खाता से जुड़ा हुआ,surprise,surprise,0.0625427365303039
Absorption property is mainly used for set theory or for a Boolean algebra.,अवशोषण गुणधर्म का इस्तेमाल मुख्यतया समुच्चय सिद्धांत या बूलियन बीजगणित के लिए किया जाता है। ,अवशोषण गुण मुख्य रूप से सेट सिद्धांत या बुल बीजगणित के लिए उपयोग किया जाता है।,surprise,surprise,0.2813728749752044
Govinda III,गोविंदा तृतीय,गोविंदा III,surprise,surprise,0.0228616595268249
"The young cockroaches leave the mother only after one or two moultings, when they are able to fend for themselves.",तरूण तिलचट्टे एक या दो निर्मोक के बाद जब स्वयं अपना बचाव कर सकने लायक बन जाते हैं तभी मां को छोड़ते हैं. ,"जब ये खुद को संभालने में सक्षम होते हैं, तो एक या दो झटके के बाद ही ये छोटी-छोटी तिलियाँ अपनी मां को छोड़ देती हैं।",surprise,surprise,0.2866868376731872
Greek Grade 1,यूनानी ग्रेड 1,ग्रीक ग्रेड 1,surprise,surprise,0.1088972985744476
After all continuous product Innovation has been a way of life for us.,उत्पादों का अनवरत विकास हमारे लिए जीवन का एक तरीका है। ,आखिरकार निरंतर उत्पाद हमारे लिए नवाचार जीवन का एक तरीका रहा है।,joy,surprise,0.0919600129127502
concealing,पर्दा,छिपाकर रखना,surprise,surprise,0.0356329679489135
The expansion being observed in the rectum.,मलाशय में पाया जाने वाला विस्तार. ,रेक्टम में विस्तार देखा जा रहा है।,surprise,surprise,0.1852002143859863
Cartesian Coordinates,कार्टेसियन निर्देशांक,कार्टेशियन निर्देशांक,surprise,surprise,0.1412147581577301
It is necessary to recognise this cardinal aspect of their political faith to understand in proper perspective many things that Dwarkanath was to do and say later.,"द्वारकानाथ ने बाद में जो कुछ किया और कहा, उसको सही परिप्रेक्ष्य में रख कर समझने के लिए उनके राजनीतिक विश्वास के इस मूलभूत पहलू को जानना अत्यंत जरूरी है। ","उनके राजनीतिक विश्वास के इस मूलभूत पहलू को पहचानना आवश्यक है ताकि उन्हें उन अनेक बातों को सही परिप्रेक्ष्य में समझना हो, जो द्वारकानाथ को बाद में करनी थीं और कहना था।",surprise,surprise,0.0053971409797668
"(c)  ""urban infrastructure"" means a project for providing potable water supply, sanitation and sewerage, drainage, solid waste management, roads, bridges and flyovers or urban transport;","(ग) ''शहरी अवसंरचना'' से पेयजल आपूर्ति, स्वच्छता और मल व्ययन, जल निकास, ठोस अपशिष्ट प्रबंधन, सड़क, पुल और ऊपरोगामी पुल या शहरी परिवहन की व्यवस्था के लिए कोर्इ परियोजना अभिप्रेत है;","(ग) ""शहरी बुनियादी ढांचा"" का अर्थ है पेयजल आपूर्ति, स्वच्छता और सीवेज, जल निकासी, ठोस अपशिष्ट प्रबंधन, सड़कों, पुलों और फ्लाईओवर या शहरी परिवहन के लिए एक परियोजना;",surprise,surprise,0.4337709546089172
"They will not harm you except a little hurt. And if they fight against you, they will turn their backs. Then they will not be victorious.","थोड़ा दुख पहुँचाने के अतिरिक्त वे तुम्हारा कुछ भी बिगाड़ नहीं सकते। और यदि वे तुमसे लड़ेंगे, तो तुम्हें पीठ दिखा जाएँगे, फिर उन्हें कोई सहायता भी न मिलेगी",वे तुम्हें थोड़े ही हानि पहुँचाते है और यदि वे तुमसे युद्ध करें तो पीठ फेर जाएँगे और वे विजयी नहीं होंगे,sadness,sadness,0.2177539467811584
virtuoso,माहिर,विरतुस,surprise,surprise,0.0961083769798278
rag,फटकारना,कड़वा,surprise,surprise,0.0148461759090423
I was told that many houses had collapsed in the city.,आहिस्ता-आहिस्ता खबर आने लगी कि शहर में बहुत मकान गिरे है। ,मुझे बताया गया कि शहर में कई घर गिर गए थे।,surprise,surprise,0.0878266096115111
"Therefore, we are of the opinion that appellant having received the relief she wanted without contest on the basis of the terms of the compromise, we cannot now accept the argument of the learned counsel for the appellant.","इसलिए, हमारी यह राय है कि अपीलार्थी के, समझौते की शर्तों के आधार पर, प्रतिवाद के बिना, वह राहत मिलने पर जो वह चाहती थी, हम अब अपीलार्थी के विद्वत वकील के तर्क को स्वीकार नहीं कर सकते हैं. ","इसलिए, हमारा विचार है कि अपील करने वाली को बिना किसी विवाद के समझौता की शर्तों के आधार पर वह राहत मिली है, इसलिए अब हम अपील करने वाली के लिए विद्वान वकील के तर्क को स्वीकार नहीं कर सकते।",surprise,surprise,0.5183292627334595
So O men and jinns! Which favour of your Lord will you deny?,तो तुम दोनों अपने पालने वाले की किस किस नेअमत को न मानोगे,तो ऐ जिन्नों और मनुष्यों! तुम अपने रब की किस किस अनुग्रह को झुठलाओगे?,surprise,surprise,0.2930943369865417
fibre crop,रेशेवाली फसल,फाइबर फसल,surprise,surprise,0.0015379786491394
Qazvin,क्वाजविनiran. kgm,कज़विन,surprise,surprise,0.0211473107337951
The farmers were made aware of the technical grade insecticide.,किसानों को विशुद्ध असंरूपित कीटनाशी के बारे में जागरूक किया गया. ,किसानों को तकनीकी स्तर के कीटनाशक के बारे में सूचित किया गया।,surprise,surprise,0.2101294994354248
originality,नवलता,मौलिकता,surprise,surprise,0.5938097238540649
Yama,यम देवता,यमा,surprise,surprise,0.2067644596099853
I take this opportunity to convey my best wishes for your personal health and well being and for the continued progress and prosperity of the friendly people of Malta.,मैं इस अवसर पर महामहिम को आपके व्यक्तिगत स्वास्थ्य और कुशलता तथा माल्टा की मैत्रीपूर्ण जनता की निरंतर प्रगति एवं समृद्धि के लिए शुभकामनाएं प्रेषित करना चाहूंगा।,मैं इस अवसर का लाभ उठाते हुए आपके व्यक्तिगत स्वास्थ्य और कल्याण तथा मित्रवत माल्टा के लोगों की निरंतर प्रगति और समृद्धि के लिए शुभकामनाएं देता हूं।,surprise,joy,0.0579515695571899
Rama and Krishna are the beloved gods of the people.,राम और कृष्ण इस देश के इष्टदेव हैं। ,राम और कृष्ण लोगों के प्रिय देवता हैं।,love,love,0.2394757270812988
The message specified below will be automatically sent to each person who sends mail to you while you are out of the office.,नीचे निर्दिष्ट संदेश उन सभी लोगों को स्वतः भेज दिया जायेगा जिसने आपको कार्यालय से बाहर रहने के दौरान डाक भेजा है. ,नीचे दिए गए संदेश को स्वचालित रूप से प्रत्येक व्यक्ति को भेजा जाएगा जो आपको कार्यालय से बाहर रहते हुए मेल भेजता है।,surprise,surprise,0.307834655046463
love,प्यारा,प्रेम,love,love,0.185599684715271
tenement,कोठरी,पट्टा,surprise,surprise,0.1846450567245483
It was more of a big library than a house for living in.,आंबेडकर का घर एक बहुत बड़े ग्रंथालय के समान लगता था। ,यह रहने के लिए एक घर से अधिक एक बड़ी पुस्तकालय की तरह था।,surprise,surprise,0.0078396201133728
Let 's figure out 1 / 3.,आओ 1/3 निकलते है. ,चलो 1/3 का पता लगाएं,surprise,surprise,0.3234857618808747
"This it is which Allah announceth unto His bondmen who believe and do good works. Say (O Muhammad, unto mankind): I ask of you no fee therefor, save lovingkindness among kinsfolk. And whoso scoreth a good deed We add unto its good for him. Lo! Allah is Forgiving, Responsive.",यही (ईनाम) है जिसकी ख़ुदा अपने उन बन्दों को ख़ुशख़बरी देता है जो ईमान लाए और नेक काम करते रहे (ऐ रसूल) तुम कह दो कि मैं इस (तबलीग़े रिसालत) का अपने क़रातबदारों (अहले बैत) की मोहब्बत के सिवा तुमसे कोई सिला नहीं मांगता और जो शख़्श नेकी हासिल करेगा हम उसके लिए उसकी ख़ूबी में इज़ाफा कर देंगे बेशक वह बड़ा बख्शने वाला क़दरदान है,यही वह (अज़ाब) है जो ख़ुदा अपने बन्दों को जो ईमान लाए और अच्छे काम किए (उसके बाद) अज़्ज़त देता है (ऐ रसूल) तुम कह दो कि मैं तुम से इसके लिए कुछ मज़दूरी नहीं माँगता मगर क़राबतदारों में रहम (करम) और जो शख़्श नेक काम करे तो हम उसके अच्छे काम में भी उसका कुछ बढ़ा देते हैं बेशक ख़ुदा बड़ा बख्शने वाला (और) सुनने वाला है,love,love,0.2558127641677856
Every Minister has the right to speak and take part in the proceedings of either House but he is entitled to vote only in the House of which he is a member.,"प्रत्येक मंत्री को किसी भी सभा में बोलने और उसकी कार्यवाही में भाग लेने का अधिकार होता है, लेकिन वह उसी सभा में मत देने का हकदार होता है जिसका वह सदस्य होता है।","प्रत्येक मंत्री को किसी भी सदन की कार्यवाही में बोलने और भाग लेने का अधिकार है, लेकिन उसे केवल उस सदन में मतदान करने का अधिकार है जिसका वह सदस्य है।",surprise,surprise,0.0752488672733306
Imported Folder,आयातित फोल्डर,आयातित फ़ोल्डर,surprise,surprise,0.2287719845771789
exile,देशनिकासन,निर्वासन,surprise,sadness,0.0469107031822204
"To every nation a term; when their term comes they shall not delay it by a single hour, nor yet hasten it.","प्रत्येक समुदाय के लिए एक नियत अवधि है। फिर जब उसका नियत समय आ जाता है, तो एक घड़ी भर न पीछे हट सकते है और न आगे बढ़ सकते है",हर उम्मत के लिए एक वक्त है और जब उनका वक्त आ जाए तो न एक घड़ी पीछे रह जाएँ और न आगे बढ़ें,surprise,surprise,0.0005015730857849
Optic Disc,अक्षिबिंब,ऑप्टिक डिस्क,surprise,surprise,0.131340742111206
The Rann of Kutch Kachchh The Rann of Kutch is one of the most remarkable physical features of India.,कच्छ का रण भारत की एक अत्यधिक उल्लेखनीय प्राकृतिक विशिष्टता है। ,कच्छ का रान कच्छ भारत की सबसे उल्लेखनीय भौतिक विशेषताओं में से एक है।,surprise,surprise,0.1887162923812866
In - Process,प्रक्रिया में @item journal is in draft form,प्रक्रिया में,surprise,surprise,0.0367997288703918
"Over the years, the sources of electric power have undergone a significant change.",गत वर्षों में बिजली शक़्ति के संसाधनों में भी महत्वपूर्ण परिवर्तन हुए. ,इन वर्षों में बिजली के स्रोतों में काफी बदलाव आया है।,surprise,surprise,0.2042046487331391
The relationship of Apu and Aparna is one of the most perfect depictions of love in the cinema.,अपु और अपर्णा का संबंध सिनेमा और सभी कलाओं में प्रेम के सर्वाधिक पूर्ण चित्रणों में से एक है। ,आपू और अपर्ण का रिश्ता सिनेमा में प्यार का सबसे उत्तम चित्रण है।,love,love,0.147893488407135
And so Honeyguide had his revenge.,इस तरह मधुसूचक ने अपना बदला ले ही लिया। ,और इसलिए हनीगॉइड ने अपना बदला लिया।,anger,surprise,0.3844621181488037
Breaking up of partnership.,साझेदारी की समाप्ति। ,साझेदारी को तोड़ना।,surprise,surprise,0.2401627302169799
"Dream as if you 'll live forever, live as if you' ll die today.","सपने ऐसे देखें मानों आप सदा जीते रहेंगे, और जीएं ऐसे मानो आज का दिन आपके जीवन का आखिरी दिन हो। ","सपने ऐसे देखें जैसे आप हमेशा के लिए जीएंगे, ऐसे जीएं जैसे आज आप मर जाएंगे।",surprise,surprise,0.3671293556690216
It 's his workshop.,यह उनकी दुकान है। ,यह उसकी कार्यशाला है.,surprise,surprise,0.0433450937271118
involvement,लांपट्य,भागीदारी,surprise,surprise,0.1895470023155212
It is a city in the state of Uttar Pradesh.,यह उत्तर प्रदेश राज्य में स्थित एक शहर है। ,यह उत्तर प्रदेश राज्य का एक शहर है।,surprise,fear,0.2235385775566101
anorexia,अरुचि,अनारक्सिया,surprise,joy,0.033349871635437
humbly,नम्रतापूर्वक,विनम्रता से,surprise,surprise,0.1434963047504425
backdated cheque,पूर्व-दिनांकित चैक,पिछली तारीख से जुड़ा चेक,surprise,surprise,0.1985267102718353
Functional address,कार्यमूलक पता,कार्यशील पता,surprise,surprise,0.0314093232154846
logical,तर्की,तर्कसंगत,anger,surprise,0.1887991726398468
expression as the limit as u approaches 0.,यू के रूप में सीमा के रूप में अभिव्यक्ति 0 दृष्टिकोण। ,अभिव्यक्ति के रूप में सीमा के रूप में u 0 के करीब आता है।,surprise,surprise,0.488064169883728
Any changes in accounting policies and practices.,लेखाकरण नीतियों तथा प्रक्रियाओं में कोई परिवर्तन। ,लेखा नीति और प्रथाओं में कोई भी परिवर्तन।,surprise,surprise,0.3916072845458984
Search the Web for% s,वेब खोजें,% s के लिए वेब पर खोजें,surprise,surprise,0.0758630335330963
"Do you not see that Allah knows whatever is in the heavens and whatever is in the earth? Nowhere is there a secret counsel between three persons but He is the fourth of them, nor (between) five but He is the sixth of them, nor less than that nor more but He is with them wheresoever they are; then He will inform them of what they did on the day of resurrection: surely Allah is Cognizant of all things.",क्या तुमको मालूम नहीं कि जो कुछ आसमानों में है और जो कुछ ज़मीन में है (ग़रज़ सब कुछ) ख़ुदा जानता है जब तीन (आदमियों) का ख़ुफिया मशवेरा होता है तो वह (ख़ुद) उनका ज़रूर चौथा है और जब पाँच का मशवेरा होता है तो वह उनका छठा है और उससे कम हो या ज्यादा और चाहे जहाँ कहीं हो वह उनके साथ ज़रूर होता है फिर जो कुछ वह (दुनिया में) करते रहे क़यामत के दिन उनको उससे आगाह कर देगा बेशक ख़ुदा हर चीज़ से ख़ूब वाक़िफ़ है,"क्या तुमने नहीं देखा कि अल्लाह जानता है जो कुछ आकाशों में है और जो कुछ धरती में है? तीन लोगों के बीच कोई गुप्त बात नहीं है, जब तक कि वह उनमें से चौथा न हो, और न पाँच लोगों के बीच, जब तक कि वह उनमें से छठा न हो, और इससे कम नहीं, और न उससे अधिक, जब तक कि वह उनके साथ न हो, जहाँ कहीं वे हों। फिर क़ियामत के दिन उन्हें बता देगा कि उन्होंने क्या किया। निस्संदेह अल्लाह हर चीज़ से भली-भाँति अवगत है",surprise,surprise,0.1023631691932678
"Calcium (C), magnesium (Mg) and sulphur (S) are called 'secondary nutrients' and are required for plant growth in relatively smaller quantities than the primary nutrients.","कैल्सियम, मैग्नेशियम और सल्फर द्वितीयक पोषक कहलाते हैं और इनकी पौध वृद्धि के लिए प्राथमिक पोषक की तुलना में कम मात्रा में आवश्यकता होती है। ","कैल्शियम (सी), मैग्नीशियम (एमजी) और सल्फर (एस) को 'दूतरतरकारी पोषक तत्व' कहा जाता है और पौधों के विकास के लिए प्राथमिक पोषक तत्वों की तुलना में अपेक्षाकृत छोटी मात्रा में आवश्यक होते हैं।",surprise,surprise,0.2570836246013642
There has been a consistency in the Indian approach.,भारतीय दृष्टिकोण में एक सतत बना रहने वाला तत्व पाया जाता है। ,भारतीय दृष्टिकोण में एक प्रकार की सुसंगतता रही है।,surprise,surprise,0.6690876185894012
As far as Fikah is considered due to different description of many Islamic learned peoples jurisprudence has been divided into many divisions. There has been birth of different jurisprudence due to it.,फिक़ह के मामले में इस्लामी विद्वानों की अलग अलग व्याख्याओं के कारण इस्लाम में न्यायशास्त्र कई भागों में बट गया और कई अलग अलग न्यायशास्त्र से सम्बन्धित विचारधारओं का जन्म हुआ। ,"जहां तक फिकाह को कई इस्लामी विद्वान लोगों के विभिन्न वर्णन के कारण माना जाता है, कानूनशास्त्र को कई विभाजनों में विभाजित किया गया है। इसके कारण विभिन्न कानूनशास्त्र का जन्म हुआ है।",surprise,surprise,0.0502291321754455
"The Arabs of the desert are the worst in Unbelief and hypocrisy, and most fitted to be in ignorance of the command which Allah hath sent down to His Messenger: But Allah is All - knowing, All - Wise.",(ये) अरब के गॅवार देहाती कुफ्र व निफाक़ में बड़े सख्त हैं और इसी क़ाबिल हैं कि जो किताब ख़ुदा ने अपने रसूल पर नाज़िल फरमाई है उसके एहक़ाम न जानें और ख़ुदा तो बड़ा दाना हकीम है,और (ऐ रसूल) मक्का के अरब कुफ्फार काफिर और मुनाफ़िक़ हैं और जो कुछ ख़ुदा ने अपने रसूल पर नाज़िल किया है उससे ग़ाफिल होने में भी ज्यादा क़ाबिल हैं और ख़ुदा तो बड़ा वाक़िफकार हिकमत वाला है,surprise,surprise,0.1827056407928466
